nao_finalizado,horas_esperadas,preco
1,0.0,2259.15700822333
0,79.0,8181.0
0,51.0,964.0
0,34.0,387.0
1,80.0,392.0
0,77.0,7251.0
1,61.0,2212.0
0,0.0,4125.798630781361
1,0.0,2663.8078958937463
0,51.0,1275.0
0,75.0,5483.0
0,92.0,5548.0
1,49.0,677.0
0,27.0,198.0
1,34.0,157.0
0,75.0,7090.0
1,24.0,197.0
0,17.0,251.0
0,76.0,6923.0
0,65.0,2925.0
0,71.0,5016.0
1,58.0,2109.0
1,55.0,925.0
0,5.0,259.0
1,70.0,459.0
1,0.0,1103.592275102731
1,39.0,477.0
1,77.0,6496.0
1,13.0,191.0
0,0.0,1326.5674745038853
1,22.0,111.0
1,53.0,885.0
0,53.0,1039.0
0,0.0,1091.2227449920288
1,0.0,1982.640698956759
0,8.0,251.0
0,57.0,1447.0
1,55.0,992.0
0,60.0,1889.0
0,33.0,354.0
1,83.0,2178.0
1,51.0,518.0
0,2.0,258.0
0,70.0,2180.0
1,7.0,194.0
0,7.0,259.0
0,98.0,25427.0
0,0.0,4971.484734605515
1,70.0,1466.0
0,2.0,205.0
1,82.0,10017.0
0,0.0,1490.0007519745507
1,89.0,2577.0
1,3.0,260.0
1,23.0,132.0
0,66.0,310.0
1,95.0,9061.0
1,54.0,953.0
0,8.0,230.0
0,44.0,731.0
0,28.0,349.0
0,85.0,12635.0
1,13.0,123.0
0,68.0,4541.0
0,4.0,208.0
1,0.0,1167.094663775275
1,92.0,8717.0
1,95.0,12173.0
1,65.0,1133.0
1,89.0,340.0
1,75.0,4406.0
0,14.0,289.0
0,34.0,394.0
0,51.0,1045.0
0,79.0,7346.0
1,92.0,1600.0
1,62.0,1040.0
1,1.0,204.0
1,50.0,283.0
1,0.0,3784.0086009170404
0,7.0,282.0
0,61.0,695.0
0,77.0,6529.0
0,5.0,236.0
1,79.0,2255.0
1,37.0,141.0
0,50.0,756.0
1,12.0,245.0
1,0.0,2095.5603045628886
0,23.0,271.0
1,76.0,3710.0
1,32.0,208.0
1,4.0,184.0
0,15.0,215.0
1,27.0,256.0
0,67.0,4145.0
1,79.0,2268.0
1,89.0,7933.0
0,53.0,1268.0
0,0.0,1745.3078048747752
1,53.0,827.0
1,39.0,220.0
0,66.0,3679.0
1,66.0,295.0
0,23.0,236.0
0,5.0,272.0
0,0.0,3644.2781025976983
1,37.0,182.0
1,0.0,316.09702103451997
1,4.0,288.0
0,80.0,9639.0
1,90.0,14065.0
1,97.0,14683.0
1,20.0,103.0
0,19.0,287.0
0,75.0,7221.0
1,18.0,150.0
0,56.0,1718.0
1,0.0,4650.666484380168
1,32.0,231.0
0,0.0,3992.2112318800278
0,47.0,762.0
0,72.0,1302.0
0,95.0,23062.0
1,26.0,334.0
0,62.0,2621.0
0,23.0,226.0
0,23.0,306.0
0,95.0,19023.0
0,43.0,415.0
0,81.0,8367.0
0,42.0,461.0
1,84.0,2704.0
0,0.0,4716.323038711595
1,11.0,146.0
1,17.0,111.0
0,40.0,473.0
0,83.0,10024.0
0,75.0,6376.0
0,100.0,26829.0
0,81.0,9617.0
0,77.0,7995.0
1,91.0,10048.0
0,46.0,915.0
1,86.0,3098.0
1,32.0,218.0
0,9.0,208.0
1,68.0,4403.0
1,91.0,7489.0
1,35.0,140.0
0,0.0,1211.5900095831084
0,14.0,198.0
0,23.0,232.0
0,21.0,293.0
0,23.0,251.0
0,64.0,1711.0
0,81.0,7396.0
1,0.0,382.7595079188235
0,65.0,2795.0
1,37.0,399.0
0,0.0,3548.0920318187477
0,0.0,2345.2139767197746
0,40.0,432.0
0,70.0,4783.0
0,55.0,1462.0
1,0.0,4429.400140212051
0,0.0,3079.67348052303
0,0.0,3208.0885932595297
0,13.0,264.0
1,0.0,907.0490789030789
1,76.0,3900.0
1,46.0,896.0
0,73.0,5514.0
1,6.0,155.0
1,90.0,8326.0
1,77.0,358.0
0,60.0,2190.0
0,6.0,216.0
0,51.0,803.0
0,67.0,1910.0
0,83.0,8080.0
0,3.0,160.0
0,0.0,4995.985579935219
0,25.0,262.0
1,69.0,468.0
0,23.0,282.0
1,64.0,939.0
0,0.0,1960.0571806430212
1,56.0,488.0
0,27.0,233.0
0,64.0,2619.0
0,50.0,1232.0
1,24.0,187.0
1,60.0,1158.0
1,75.0,3758.0
0,46.0,789.0
1,1.0,166.0
0,63.0,2392.0
1,0.0,2139.8853246584813
1,63.0,981.0
1,0.0,4374.4484440254955
0,79.0,9464.0
0,97.0,24142.0
0,61.0,2831.0
0,35.0,215.0
1,28.0,128.0
0,29.0,334.0
1,34.0,228.0
1,77.0,3815.0
0,0.0,1834.9961871739001
0,72.0,5871.0
0,91.0,13198.0
0,78.0,8633.0
0,0.0,1207.5821795930433
0,11.0,298.0
1,31.0,151.0
0,5.0,288.0
1,60.0,1297.0
1,6.0,105.0
0,100.0,22235.0
1,77.0,3126.0
0,56.0,1325.0
0,0.0,2942.356537958421
1,0.0,4244.432804806818
0,0.0,521.0795628851656
1,16.0,149.0
1,33.0,263.0
0,10.0,213.0
1,43.0,333.0
0,43.0,708.0
0,92.0,19170.0
0,44.0,555.0
0,29.0,323.0
1,0.0,4990.0912222078705
1,93.0,3961.0
0,44.0,702.0
1,92.0,8193.0
1,0.0,4137.195845504984
1,0.0,3343.291396708214
1,0.0,1152.4750149540475
0,88.0,1038.0
0,55.0,1672.0
1,29.0,184.0
0,18.0,206.0
1,65.0,2084.0
0,24.0,279.0
1,52.0,279.0
0,32.0,372.0
1,39.0,170.0
0,78.0,6642.0
1,0.0,2871.484254187834
0,86.0,11698.0
0,57.0,1643.0
1,99.0,17945.0
1,69.0,4574.0
0,32.0,329.0
1,0.0,4611.154573465932
1,28.0,252.0
0,55.0,1795.0
0,4.0,295.0
1,98.0,17708.0
0,66.0,3494.0
1,91.0,14685.0
0,56.0,1640.0
0,0.0,4134.47786392677
0,17.0,281.0
1,66.0,596.0
0,0.0,2264.7816922269562
0,68.0,4586.0
0,38.0,491.0
1,0.0,745.4987889458865
0,31.0,354.0
0,90.0,14793.0
0,39.0,491.0
1,37.0,235.0
1,50.0,650.0
1,47.0,582.0
1,23.0,193.0
0,11.0,139.0
1,34.0,351.0
0,14.0,260.0
0,59.0,2108.0
0,100.0,26952.0
0,34.0,356.0
0,24.0,301.0
0,52.0,331.0
1,44.0,361.0
0,53.0,1242.0
0,0.0,4144.802279956093
1,52.0,298.0
1,19.0,133.0
0,68.0,4192.0
0,74.0,4753.0
1,68.0,2018.0
1,27.0,221.0
0,41.0,528.0
0,83.0,8676.0
0,72.0,4074.0
0,13.0,238.0
1,83.0,2840.0
0,15.0,257.0
1,86.0,342.0
0,92.0,14708.0
1,57.0,944.0
0,18.0,283.0
0,0.0,3907.292289089964
1,24.0,256.0
0,74.0,1459.0
0,64.0,2801.0
0,42.0,554.0
1,84.0,6328.0
0,52.0,1255.0
1,39.0,183.0
1,90.0,6010.0
1,61.0,1896.0
0,53.0,712.0
1,30.0,212.0
1,57.0,859.0
1,88.0,9496.0
0,77.0,7203.0
1,42.0,275.0
0,45.0,720.0
1,62.0,1251.0
1,36.0,213.0
0,12.0,228.0
0,55.0,1575.0
0,67.0,3721.0
0,43.0,163.0
0,80.0,7518.0
1,10.0,132.0
1,44.0,359.0
0,53.0,1341.0
1,94.0,3603.0
0,6.0,245.0
0,6.0,279.0
1,88.0,5057.0
1,50.0,919.0
1,66.0,411.0
1,6.0,164.0
0,86.0,11929.0
0,73.0,6173.0
0,50.0,925.0
0,54.0,1371.0
0,65.0,2926.0
1,86.0,10368.0
0,61.0,2766.0
1,13.0,125.0
1,43.0,152.0
0,75.0,6703.0
0,24.0,265.0
0,24.0,297.0
1,58.0,1491.0
1,61.0,1782.0
0,47.0,929.0
1,0.0,735.7242516527887
0,0.0,245.85325818961098
1,43.0,262.0
0,81.0,10192.0
1,78.0,4043.0
1,17.0,258.0
0,32.0,364.0
0,21.0,255.0
1,0.0,3651.339592239196
0,41.0,441.0
1,56.0,644.0
1,62.0,2058.0
0,0.0,1668.6434009095447
0,0.0,2368.5570478947716
0,28.0,332.0
1,0.0,477.61799388784885
1,88.0,6588.0
1,39.0,147.0
0,40.0,465.0
0,26.0,279.0
1,16.0,183.0
0,0.0,1438.5255777169616
1,32.0,158.0
0,77.0,7002.0
0,85.0,13527.0
0,35.0,408.0
1,41.0,494.0
1,52.0,693.0
1,0.0,4755.296941597136
1,12.0,152.0
0,0.0,2346.187271258629
1,92.0,7852.0
0,38.0,507.0
1,26.0,164.0
1,87.0,2033.0
1,75.0,3643.0
0,41.0,609.0
0,0.0,2829.8250411260483
0,69.0,4137.0
1,87.0,6607.0
0,93.0,17896.0
1,15.0,187.0
1,94.0,3799.0
0,30.0,362.0
1,55.0,1328.0
0,64.0,2653.0
0,0.0,4431.31670524714
1,5.0,144.0
1,30.0,193.0
0,0.0,1070.487572654018
0,14.0,246.0
1,0.0,4754.489081197682
0,58.0,1766.0
0,61.0,2625.0
0,0.0,3614.1203892805484
0,89.0,15018.0
0,85.0,11039.0
0,2.0,258.0
0,78.0,8368.0
1,0.0,856.4024029640844
1,59.0,2135.0
1,62.0,1302.0
1,50.0,356.0
0,50.0,1032.0
1,81.0,527.0
1,94.0,9752.0
1,60.0,707.0
1,7.0,153.0
1,18.0,129.0
0,35.0,397.0
1,29.0,154.0
1,35.0,180.0
1,68.0,4376.0
1,0.0,2000.1222829469452
0,68.0,1091.0
0,0.0,2180.329368995378
0,25.0,310.0
1,27.0,144.0
0,40.0,462.0
0,83.0,11263.0
1,0.0,336.80760447247826
1,44.0,139.0
0,57.0,2098.0
0,100.0,847.0
0,0.0,1398.57731179173
0,77.0,6031.0
0,29.0,342.0
1,96.0,4243.0
0,2.0,287.0
1,68.0,1503.0
0,39.0,160.0
0,77.0,7896.0
1,54.0,900.0
1,0.0,553.4586097268251
1,80.0,3984.0
1,76.0,6457.0
1,64.0,1808.0
1,45.0,278.0
0,76.0,6421.0
0,9.0,226.0
0,39.0,530.0
1,49.0,678.0
1,84.0,7576.0
0,0.0,1193.461599785538
1,8.0,122.0
1,15.0,251.0
1,41.0,132.0
0,84.0,11763.0
0,97.0,23990.0
1,35.0,312.0
0,7.0,222.0
1,25.0,186.0
1,28.0,247.0
1,0.0,4288.209257794121
0,55.0,1328.0
1,9.0,255.0
0,11.0,290.0
0,65.0,2958.0
0,32.0,270.0
0,76.0,6237.0
0,82.0,1973.0
1,42.0,221.0
0,93.0,15421.0
1,80.0,1032.0
1,74.0,305.0
1,0.0,2507.0971938171574
1,66.0,1046.0
1,15.0,121.0
0,0.0,3290.604986619634
1,56.0,1711.0
0,0.0,3236.5228082981625
1,28.0,124.0
1,21.0,228.0
0,11.0,268.0
1,47.0,389.0
0,12.0,176.0
0,10.0,294.0
0,2.0,214.0
1,50.0,1158.0
0,27.0,273.0
1,0.0,3462.0143401477944
0,32.0,279.0
0,31.0,328.0
0,19.0,267.0
1,15.0,171.0
0,93.0,18069.0
0,55.0,1464.0
0,38.0,515.0
0,49.0,1100.0
0,19.0,300.0
0,10.0,267.0
1,0.0,3206.1692680168585
0,78.0,6314.0
1,37.0,134.0
1,37.0,315.0
0,25.0,221.0
0,9.0,266.0
0,0.0,244.3470183709442
1,78.0,3344.0
1,72.0,4895.0
0,44.0,212.0
1,88.0,8774.0
1,12.0,299.0
1,0.0,4056.797305836059
0,74.0,6495.0
0,48.0,1023.0
1,59.0,405.0
0,93.0,17487.0
0,78.0,7169.0
0,67.0,3512.0
0,82.0,10818.0
1,0.0,4363.217559655551
1,20.0,122.0
0,72.0,4630.0
1,74.0,4434.0
1,51.0,680.0
0,8.0,266.0
0,46.0,347.0
0,45.0,670.0
1,56.0,1217.0
0,46.0,845.0
0,100.0,23069.0
0,86.0,14163.0
0,0.0,3492.428372337836
0,2.0,249.0
1,60.0,1249.0
1,89.0,10179.0
1,23.0,195.0
0,20.0,280.0
1,22.0,112.0
1,36.0,256.0
1,63.0,1440.0
1,70.0,744.0
0,90.0,9883.0
0,13.0,280.0
1,80.0,3905.0
1,24.0,135.0
0,23.0,243.0
0,11.0,200.0
0,8.0,209.0
1,26.0,293.0
1,41.0,265.0
1,54.0,198.0
0,74.0,5116.0
1,66.0,1553.0
0,74.0,1758.0
0,98.0,20722.0
0,44.0,695.0
0,37.0,414.0
1,76.0,2207.0
0,25.0,328.0
1,36.0,264.0
1,0.0,3573.024281511392
1,63.0,1077.0
0,47.0,787.0
0,95.0,20876.0
1,37.0,214.0
0,0.0,2057.05335897734
1,0.0,2053.0346664882563
1,94.0,11693.0
0,67.0,3005.0
0,48.0,918.0
0,52.0,1275.0
0,56.0,1439.0
1,3.0,118.0
1,84.0,2902.0
1,79.0,8982.0
0,21.0,226.0
1,62.0,1788.0
0,6.0,249.0
0,72.0,5891.0
0,0.0,3239.931018055078
1,0.0,1230.9606971299709
1,67.0,1881.0
0,0.0,1744.6527114535734
1,74.0,2253.0
1,21.0,126.0
0,77.0,8033.0
0,99.0,9564.0
0,15.0,215.0
1,60.0,1248.0
1,86.0,350.0
1,93.0,3668.0
1,77.0,2584.0
0,72.0,528.0
1,0.0,4174.050716117925
0,13.0,139.0
1,0.0,3759.103958928613
0,69.0,4848.0
0,0.0,1451.4924036271136
1,49.0,141.0
0,64.0,3305.0
0,4.0,257.0
0,75.0,6446.0
1,68.0,3592.0
1,32.0,333.0
1,0.0,3042.5514931667303
1,97.0,11888.0
1,0.0,3976.9839346618505
0,32.0,306.0
0,38.0,531.0
0,98.0,22356.0
1,91.0,6351.0
0,73.0,4911.0
1,14.0,147.0
1,1.0,292.0
1,6.0,203.0
0,34.0,189.0
1,26.0,119.0
1,73.0,2197.0
1,41.0,216.0
0,84.0,10930.0
1,0.0,1373.6736348610564
0,0.0,1574.9383304562016
1,36.0,246.0
0,0.0,4298.425071644197
0,0.0,976.8154862063793
1,17.0,199.0
1,77.0,3968.0
0,43.0,631.0
1,30.0,223.0
0,0.0,1232.8116984100595
0,28.0,132.0
1,46.0,476.0
0,74.0,2093.0
0,68.0,4546.0
1,24.0,229.0
0,81.0,7311.0
0,45.0,650.0
0,10.0,298.0
0,48.0,756.0
0,28.0,348.0
0,67.0,3852.0
0,68.0,4416.0
0,5.0,207.0
0,52.0,1227.0
1,0.0,1688.0996074022023
0,96.0,12479.0
0,44.0,760.0
0,10.0,258.0
0,97.0,12979.0
1,0.0,1060.6305258896
0,18.0,217.0
1,0.0,2497.115012337437
0,42.0,538.0
0,36.0,365.0
1,54.0,912.0
0,18.0,263.0
0,48.0,1004.0
1,68.0,1888.0
1,0.0,4449.604090666121
1,28.0,315.0
1,84.0,9020.0
1,34.0,219.0
1,6.0,183.0
1,99.0,11429.0
1,8.0,130.0
1,63.0,799.0
0,36.0,476.0
0,67.0,3154.0
1,70.0,314.0
0,92.0,19446.0
1,33.0,202.0
1,50.0,932.0
0,65.0,3273.0
0,94.0,15526.0
1,0.0,755.7272991100655
1,28.0,162.0
1,79.0,1781.0
0,73.0,6399.0
0,50.0,960.0
1,13.0,109.0
1,32.0,269.0
0,0.0,2928.482436281564
0,71.0,5317.0
0,14.0,224.0
0,63.0,2925.0
0,71.0,5425.0
0,51.0,1058.0
1,79.0,3467.0
0,25.0,291.0
1,21.0,175.0
1,45.0,411.0
1,52.0,1332.0
0,11.0,273.0
0,0.0,525.4603242477567
1,53.0,315.0
0,50.0,346.0
1,29.0,183.0
1,50.0,776.0
0,76.0,7794.0
1,93.0,4026.0
0,6.0,265.0
0,38.0,176.0
0,4.0,275.0
1,48.0,599.0
0,83.0,11110.0
0,24.0,217.0
0,89.0,13974.0
0,79.0,7002.0
1,24.0,192.0
1,0.0,1236.6429744159007
1,45.0,378.0
1,0.0,3559.9576035430296
0,8.0,292.0
1,4.0,162.0
1,92.0,7513.0
1,29.0,126.0
1,42.0,532.0
0,0.0,1241.1741737663026
0,72.0,4547.0
0,0.0,1098.8998016717783
1,83.0,5864.0
1,32.0,135.0
1,47.0,173.0
0,88.0,15048.0
1,92.0,6660.0
1,100.0,13550.0
0,44.0,754.0
1,0.0,3877.7775862044573
1,3.0,102.0
1,62.0,301.0
1,16.0,185.0
0,45.0,734.0
0,4.0,222.0
0,82.0,10834.0
1,70.0,1352.0
0,26.0,233.0
1,77.0,5287.0
1,98.0,7371.0
1,32.0,215.0
1,0.0,213.36250540248722
0,0.0,747.0791444501825
0,0.0,2038.9166850869185
1,37.0,137.0
1,32.0,316.0
0,49.0,308.0
0,92.0,17094.0
1,73.0,1966.0
1,75.0,1931.0
1,31.0,123.0
0,35.0,320.0
0,58.0,2153.0
1,40.0,425.0
1,55.0,1124.0
1,0.0,393.8893907745113
0,71.0,2439.0
0,18.0,131.0
0,27.0,309.0
0,53.0,1425.0
0,36.0,454.0
1,83.0,11544.0
1,22.0,203.0
0,8.0,166.0
0,51.0,1193.0
0,65.0,2744.0
1,57.0,519.0
0,0.0,1922.7127891667212
1,13.0,196.0
0,4.0,296.0
1,28.0,181.0
0,0.0,1561.0611540346545
0,0.0,2683.0217699532964
0,0.0,1661.5199561034192
0,85.0,12687.0
0,54.0,1449.0
1,9.0,116.0
0,19.0,296.0
0,73.0,5208.0
1,3.0,248.0
0,91.0,11995.0
1,60.0,1509.0
1,26.0,139.0
1,61.0,310.0
1,13.0,151.0
1,2.0,116.0
0,41.0,519.0
0,95.0,21875.0
0,65.0,3545.0
0,58.0,2160.0
0,16.0,278.0
0,0.0,3329.733749308984
0,0.0,4209.426261530278
0,63.0,643.0
0,84.0,11538.0
0,0.0,4892.8696698386975
1,69.0,396.0
1,0.0,2178.94120056192
1,63.0,1756.0
1,12.0,192.0
1,0.0,4833.4565728344405
1,62.0,620.0
0,99.0,20072.0
0,95.0,21209.0
0,84.0,11187.0
0,84.0,2576.0
1,84.0,9025.0
1,0.0,263.5590479962577
0,24.0,228.0
0,10.0,277.0
0,0.0,1872.5663368372882
1,98.0,16620.0
1,53.0,169.0
1,75.0,2924.0
0,13.0,278.0
1,58.0,1627.0
1,87.0,11002.0
1,19.0,125.0
1,58.0,2044.0
0,35.0,373.0
0,5.0,206.0
1,63.0,1263.0
1,45.0,591.0
0,50.0,837.0
0,3.0,213.0
1,1.0,116.0
1,68.0,2052.0
1,0.0,307.0003005973616
0,3.0,218.0
1,16.0,179.0
0,37.0,459.0
1,39.0,303.0
0,34.0,351.0
0,75.0,5301.0
0,75.0,7188.0
0,62.0,2870.0
0,63.0,2071.0
0,0.0,1060.642388402438
1,62.0,1683.0
1,88.0,3819.0
0,10.0,143.0
0,84.0,9995.0
0,47.0,908.0
0,58.0,1692.0
1,37.0,377.0
0,83.0,11669.0
0,2.0,181.0
1,62.0,2837.0
1,88.0,13657.0
0,5.0,160.0
0,77.0,3787.0
1,41.0,222.0
0,8.0,235.0
0,36.0,477.0
1,26.0,165.0
0,22.0,308.0
1,16.0,189.0
1,4.0,112.0
1,0.0,4090.62271971458
1,58.0,750.0
1,24.0,113.0
0,50.0,1100.0
0,12.0,253.0
0,9.0,296.0
1,0.0,647.1609587607684
1,65.0,1189.0
0,53.0,1047.0
0,88.0,15191.0
1,69.0,1738.0
1,42.0,131.0
0,0.0,2367.5946937235285
0,67.0,4304.0
0,88.0,14474.0
1,9.0,101.0
1,87.0,3174.0
0,21.0,306.0
1,45.0,211.0
0,50.0,971.0
0,43.0,680.0
1,0.0,345.54298428936346
1,79.0,4743.0
1,64.0,2680.0
1,34.0,217.0
1,28.0,272.0
0,44.0,470.0
1,6.0,161.0
1,84.0,8031.0
1,6.0,170.0
0,71.0,4155.0
0,41.0,512.0
0,44.0,698.0
1,60.0,874.0
0,0.0,639.4267893007909
1,25.0,163.0
1,65.0,3116.0
0,76.0,7317.0
1,49.0,731.0
0,0.0,4971.223716407026
0,95.0,19751.0
1,16.0,188.0
0,47.0,781.0
1,81.0,2155.0
1,62.0,2119.0
0,0.0,606.090530544745
0,19.0,112.0
1,51.0,175.0
1,86.0,6150.0
0,87.0,11394.0
1,91.0,11543.0
0,79.0,6787.0
0,89.0,16317.0
0,3.0,245.0
0,59.0,1707.0
0,32.0,301.0
1,19.0,175.0
1,33.0,157.0
1,41.0,611.0
0,26.0,236.0
0,81.0,8432.0
0,8.0,255.0
1,48.0,322.0
0,59.0,2036.0
0,37.0,477.0
0,92.0,14206.0
0,45.0,661.0
0,70.0,5271.0
0,40.0,447.0
0,69.0,4511.0
0,69.0,1241.0
1,93.0,11468.0
1,3.0,151.0
1,90.0,2759.0
0,54.0,1665.0
1,0.0,1116.929141221679
1,10.0,258.0
1,98.0,8103.0
1,88.0,14818.0
0,50.0,1022.0
0,92.0,19434.0
0,94.0,20167.0
1,81.0,330.0
1,18.0,201.0
1,0.0,4163.914892070108
0,47.0,464.0
1,56.0,220.0
0,26.0,329.0
0,81.0,10610.0
0,70.0,4441.0
1,83.0,914.0
1,4.0,125.0
1,18.0,139.0
0,62.0,2277.0
0,62.0,2125.0
0,16.0,250.0
1,43.0,161.0
0,29.0,243.0
0,68.0,3517.0
1,11.0,155.0
1,3.0,204.0
0,0.0,3661.669702169905
1,42.0,221.0
1,44.0,241.0
1,57.0,1001.0
0,68.0,3638.0
0,23.0,306.0
0,29.0,321.0
1,86.0,1538.0
1,0.0,3007.074638980769
0,0.0,712.5272070642849
1,99.0,5749.0
0,6.0,253.0
0,73.0,1847.0
0,5.0,217.0
1,24.0,112.0
1,97.0,25545.0
0,3.0,220.0
0,0.0,3226.6967419072766
0,98.0,24729.0
0,8.0,141.0
0,79.0,7159.0
0,95.0,12329.0
1,37.0,217.0
0,86.0,9731.0
0,34.0,327.0
1,72.0,1993.0
0,74.0,6604.0
1,25.0,121.0
0,6.0,228.0
1,93.0,8221.0
0,4.0,169.0
0,43.0,567.0
0,95.0,17058.0
1,100.0,15015.0
0,68.0,3500.0
0,86.0,8296.0
0,79.0,486.0
0,0.0,4470.9485842617
1,91.0,7255.0
1,99.0,2577.0
0,71.0,4834.0
0,34.0,261.0
0,68.0,3244.0
0,63.0,3243.0
1,0.0,3154.0407459102103
1,62.0,916.0
1,17.0,178.0
0,46.0,637.0
1,87.0,4397.0
1,81.0,5827.0
1,10.0,129.0
0,89.0,12821.0
1,0.0,1654.8522317657976
1,26.0,174.0
1,0.0,3688.604374052707
0,0.0,3031.809207433549
0,95.0,4114.0
1,15.0,174.0
0,31.0,261.0
0,84.0,9047.0
0,82.0,7811.0
0,40.0,589.0
0,0.0,435.3511232015301
0,87.0,10858.0
1,51.0,722.0
1,5.0,161.0
0,0.0,2100.6232834097154
1,37.0,242.0
0,47.0,781.0
0,64.0,2991.0
0,82.0,10682.0
1,4.0,187.0
0,41.0,635.0
0,12.0,276.0
1,0.0,535.3440058712067
1,21.0,143.0
0,27.0,169.0
0,0.0,2852.770789993057
0,61.0,2612.0
0,8.0,219.0
1,90.0,6818.0
1,40.0,236.0
0,0.0,2572.886586702786
1,18.0,128.0
0,24.0,251.0
0,21.0,209.0
1,3.0,199.0
0,90.0,12090.0
1,52.0,243.0
0,41.0,560.0
0,13.0,213.0
1,16.0,139.0
1,44.0,142.0
0,80.0,7801.0
1,65.0,3263.0
1,60.0,1332.0
1,4.0,283.0
1,41.0,251.0
0,66.0,3413.0
0,67.0,4026.0
0,2.0,227.0
1,99.0,11186.0
1,48.0,887.0
0,94.0,20954.0
1,0.0,442.24206989038225
1,13.0,183.0
1,45.0,281.0
1,59.0,720.0
0,0.0,4144.399451504528
0,4.0,210.0
1,93.0,13836.0
0,95.0,18198.0
0,45.0,799.0
1,62.0,1166.0
0,58.0,1830.0
1,71.0,623.0
0,6.0,284.0
1,87.0,5665.0
1,73.0,3919.0
0,21.0,284.0
1,50.0,198.0
1,100.0,3717.0
0,35.0,167.0
0,38.0,251.0
0,31.0,366.0
0,9.0,273.0
0,0.0,3092.6469418602746
0,67.0,4040.0
0,86.0,10638.0
0,29.0,243.0
1,36.0,429.0
1,33.0,135.0
0,48.0,252.0
1,22.0,185.0
1,0.0,1288.607991935376
0,65.0,3510.0
1,99.0,17847.0
0,0.0,1468.7854258309053
1,88.0,5981.0
0,77.0,7573.0
0,54.0,1451.0
1,92.0,2407.0
1,92.0,12219.0
0,3.0,115.0
1,0.0,2011.5072540186138
1,31.0,140.0
0,49.0,1017.0
0,93.0,16873.0
0,58.0,951.0
0,93.0,20066.0
1,77.0,5320.0
0,51.0,1270.0
1,11.0,151.0
1,94.0,20393.0
0,79.0,800.0
0,99.0,4085.0
1,51.0,451.0
1,66.0,1631.0
0,0.0,4122.387837833217
0,13.0,213.0
0,2.0,101.0
0,95.0,21352.0
1,9.0,197.0
1,25.0,297.0
1,62.0,1199.0
1,95.0,5954.0
1,20.0,198.0
0,1.0,206.0
0,78.0,7725.0
1,82.0,6097.0
1,48.0,577.0
0,77.0,7614.0
0,30.0,306.0
1,33.0,173.0
1,86.0,13574.0
1,79.0,533.0
1,60.0,1447.0
1,41.0,315.0
1,10.0,191.0
1,15.0,173.0
1,5.0,172.0
1,44.0,447.0
1,59.0,1738.0
0,80.0,8086.0
0,96.0,18386.0
1,63.0,1681.0
0,62.0,2443.0
1,0.0,2255.3981834202273
0,19.0,240.0
1,30.0,158.0
1,52.0,550.0
0,46.0,768.0
1,98.0,9937.0
1,95.0,15193.0
0,18.0,232.0
1,33.0,372.0
1,34.0,221.0
0,50.0,1114.0
1,33.0,181.0
0,73.0,6464.0
1,85.0,1695.0
1,43.0,148.0
0,34.0,433.0
0,83.0,12048.0
0,83.0,12087.0
1,91.0,12647.0
1,0.0,4975.422479126852
0,87.0,11699.0
0,96.0,21115.0
1,1.0,172.0
0,0.0,526.775512249041
1,16.0,184.0
0,48.0,797.0
