milhas_por_ano,ano_do_modelo,preco,vendido
9364,2006,68945.03,0
18593,2006,88732.29,0
7458,2001,98153.8,1
14299,2004,18932.03,1
18097,1999,31198.65,1
16525,2008,31013.71,1
16653,2005,43151.44,1
14218,2000,68854.43,1
16464,2002,60473.55,0
8735,2004,88391.36,0
17515,1998,45820.43,1
9792,2001,74644.15,0
13429,1999,22267.05,1
12398,2015,91645.11,0
16673,2002,69730.08,0
19870,2003,36566.06,1
9236,2004,86475.13,1
17171,2006,38923.94,1
19636,2008,61159.19,0
17867,1999,15499.94,1
14037,1999,46689.24,1
13891,2006,111189.03,0
19749,1999,24808.48,1
12109,2004,47115.23,1
7156,2006,54373.75,1
13931,2002,67224.08,1
11612,1998,10760.89,1
8604,1999,45128.45,1
9110,2000,56532.39,1
10954,1999,74098.81,1
12643,2004,34884.44,1
20181,2003,18180.4,1
9996,1999,53613.79,1
13007,1998,32083.23,1
13902,2008,85607.69,0
10645,2004,104512.77,1
9842,2011,101737.01,1
11880,2002,66708.15,0
23685,2002,69052.43,0
11975,2000,50522.28,1
13232,2003,75285.65,1
11805,1999,86452.0,0
8983,2001,109048.67,1
18729,2004,46632.23,1
18068,2001,103419.98,1
6388,2007,45038.34,0
19852,1999,74615.84,0
16852,2004,48048.31,1
17152,2003,100792.51,1
6095,2000,59307.23,1
22258,2006,43579.84,0
11041,2000,60308.7,1
13796,2001,80407.91,0
25342,1999,35561.36,1
22190,1999,22508.9,1
13413,2001,97648.67,0
16407,2008,104771.28,0
15424,2006,45543.74,1
9983,1999,10486.43,1
20976,2007,69329.34,0
10194,2000,90461.26,0
19257,2011,100461.6,0
17142,2000,88544.3,0
22909,2014,76549.8,0
15478,2002,63723.93,0
7796,2005,46414.46,1
20337,1998,61057.25,0
10541,2007,81908.42,0
27366,1998,46926.38,1
13025,1999,85963.89,0
14587,2001,41954.56,1
17779,2000,42841.64,1
12573,2001,89868.62,1
14668,2008,83725.52,0
8198,2012,114700.83,1
16413,2004,35977.75,1
7647,2000,63916.71,1
21564,2004,106752.67,1
8043,2012,84010.74,0
13400,2006,34972.4,1
13289,2001,23156.6,1
16826,2006,67792.79,0
15830,1998,74772.72,0
19230,2012,89511.44,0
14572,2011,116481.55,1
10180,2008,47176.41,1
19132,2002,61736.23,0
20538,2007,62838.9,0
16324,2003,56234.6,1
14292,2010,52942.7,1
12441,2004,43996.32,1
6228,1999,48997.02,1
11122,2003,29935.4,1
8855,1999,16621.95,1
8619,2007,65195.62,0
12683,2012,105517.3,1
17615,2000,88560.38,0
13350,1999,109206.53,1
5712,2003,103734.09,1
19841,2000,46677.85,0
16036,2007,24255.39,1
17386,2004,92720.28,0
15801,2009,76489.75,0
14138,2012,70695.04,0
15121,2013,68480.58,0
11095,1998,34272.72,1
8667,2010,90516.27,0
9577,2007,46159.86,1
28711,1998,38585.76,1
14366,1998,87169.41,0
11781,1999,39759.47,1
9166,2009,85480.98,1
10114,2000,28144.77,1
8532,2007,107974.23,1
12883,2005,50053.7,1
14620,2004,28968.07,1
17595,2006,53612.69,1
11732,2001,23943.61,1
8721,2002,77319.44,0
5969,2001,98401.11,0
12391,2011,101794.42,1
15157,1999,30415.94,1
15936,2003,82835.54,0
12051,1999,19067.67,1
18771,1998,38933.71,1
17794,2007,97813.52,1
12906,2007,43145.52,1
24927,2000,51754.81,0
9197,2004,64113.73,1
10334,2005,85308.87,0
19243,2006,89157.36,0
13676,2012,77837.98,0
18633,2014,54826.14,1
16776,2008,91409.3,0
11999,1998,100259.07,1
22576,2005,93186.61,0
10776,2013,102477.99,1
9793,2000,40152.67,1
24148,2007,92393.39,0
16137,2015,49053.77,1
11520,2003,80041.17,0
14436,1999,76805.25,0
13198,2009,38713.98,1
23950,2003,11136.46,1
11260,1998,26900.25,1
27670,2003,102691.94,1
8973,2003,90032.75,0
21926,2001,37021.58,1
12153,2012,36368.45,1
9379,2005,96534.04,0
16342,2012,111564.83,1
24300,2000,84625.76,0
6733,2004,33125.82,1
11396,2015,63492.06,1
9054,2003,58709.98,1
11553,2002,71291.38,1
12295,1998,41709.63,0
11916,2006,92688.46,1
13194,2001,89753.83,0
13345,2011,51128.62,1
10701,2001,78976.26,1
10453,2009,107740.4,1
15754,2004,92643.42,0
7180,2004,101300.26,1
10642,2004,78323.94,0
22311,2004,81619.54,0
7008,2006,86424.19,0
14497,2010,65849.03,0
10595,2003,113696.35,1
11954,2002,16846.42,1
15828,2001,51261.52,1
13495,2006,45082.46,1
8599,2003,39731.25,1
7945,1999,44956.66,1
11271,2004,89201.6,0
18551,2005,98574.61,0
23735,2007,81085.12,0
8031,2006,75568.11,0
16143,2008,63474.78,0
8923,1999,53676.33,1
9712,2004,50001.65,1
10333,2004,29000.26,1
7667,2008,81267.94,0
12035,2008,93760.72,1
12900,2008,98254.31,1
16912,2000,98080.45,0
16761,2006,52874.38,0
18839,2005,56571.12,1
8301,2005,31123.28,1
10299,2006,38900.88,1
13255,1999,22697.31,1
19504,1999,81282.86,0
10477,2001,35027.23,1
6357,2013,49926.2,1
23452,1999,6328.16,1
14992,2006,65595.32,0
7187,2008,30902.98,1
9484,1999,52751.46,0
15325,2010,89543.75,0
20001,1998,86836.53,0
19340,2002,77442.9,0
9648,2001,47053.89,1
18716,2008,71913.63,0
13852,2011,43214.75,1
7217,1998,36522.26,1
11398,2003,35267.69,1
22867,2002,62521.72,0
20152,2009,92953.93,0
22065,2002,72125.11,0
18626,2007,67635.49,0
17866,2011,108868.07,1
10321,2009,57875.07,1
12284,2005,73783.74,0
13622,2006,60079.33,0
10569,2007,79712.11,1
9822,2005,85050.25,0
16437,2012,75653.63,0
17213,2000,113662.56,0
9528,1998,88911.0,1
18495,2007,93977.48,0
20675,2002,98801.36,0
10228,2006,30933.89,1
9895,1999,78066.34,0
24006,2007,59906.88,1
10536,2000,62361.2,0
9315,2002,76713.55,0
13992,1998,94452.47,0
12647,2006,36371.45,1
20621,2011,85020.98,0
19793,1998,51608.14,1
12515,2008,61521.62,1
17590,2001,26627.12,1
28880,2004,70520.93,0
10733,2014,46650.77,1
21732,2003,86727.38,0
8086,2000,90840.15,1
23159,2008,76551.54,0
16640,2007,74549.18,0
6994,2002,100716.85,0
20032,2002,23301.53,1
6807,2006,60180.35,0
12930,2007,19346.96,1
11869,2000,19636.42,1
7360,2007,89632.24,0
12380,2011,104662.27,1
10277,2002,62351.38,1
7696,2013,97929.91,0
7925,2000,58290.66,1
20377,2013,38546.2,1
12946,2002,70641.02,1
20183,2003,61244.1,0
10201,2000,32246.68,1
17688,2009,30752.2,1
12689,2014,38156.65,1
9122,2005,42121.53,1
14855,2004,41018.91,1
10616,2011,34335.38,1
10248,2002,87755.58,0
15766,2006,70330.49,0
9432,2013,45419.71,1
9528,2007,39437.61,1
14057,1999,91128.37,0
22950,2001,89756.59,0
12960,1998,41426.11,1
9462,2008,97281.91,1
17337,2000,57760.91,1
10904,2004,30551.07,1
18070,1999,61278.4,0
13272,2011,76491.69,1
15101,2015,92790.02,0
13989,2000,35505.92,1
10353,1998,41967.13,1
26497,2008,65197.51,0
7899,2008,54203.34,1
14734,2003,47802.61,1
15939,2002,42454.28,1
13462,2011,29815.96,1
14926,2007,56689.71,0
15902,2008,28841.19,1
16791,2004,77624.3,0
14357,2005,78166.42,1
11107,2000,8510.75,1
10461,2001,72458.8,0
14378,2004,38755.39,1
7986,2003,89598.67,1
9796,2006,45034.5,1
12618,2016,110770.93,0
10519,2013,69432.38,0
14575,2005,61257.89,0
10759,2000,92084.2,0
11288,1998,91994.78,1
11608,1998,35527.6,1
11940,2002,35923.73,1
14247,2009,76536.87,1
14118,2002,62952.55,1
19960,2002,71870.29,0
15039,2001,32239.07,1
12226,2000,76327.8,0
8062,2008,55399.23,1
11318,2008,104235.13,1
17596,2003,54581.33,1
12543,2002,75019.46,0
15625,2003,85949.61,0
8397,2006,42186.37,1
11079,2004,76551.32,0
23242,2004,75186.48,0
10103,2000,93402.97,0
10059,1998,66059.65,0
9636,2008,107867.46,0
12087,2013,64310.36,0
14469,1998,89792.69,0
14710,2010,35536.78,1
15431,2000,29891.08,1
6615,1999,22929.28,1
10907,2006,76632.79,0
11519,2005,57133.2,1
13154,1999,62042.48,1
18639,2005,77237.23,0
18384,1999,39116.82,1
11536,2002,18549.25,1
15934,2000,43348.77,1
14216,2007,72149.13,0
24241,2003,96437.18,0
16677,2004,86267.24,0
12797,2002,35785.45,1
17204,2008,39265.48,1
18366,2007,102316.62,1
16969,2003,71261.65,0
13956,2005,69013.7,1
12103,2000,31212.02,1
11842,2012,101026.55,0
7591,2003,72880.23,1
8820,2009,106292.76,0
7562,2000,67692.65,1
12557,1998,34993.88,1
14276,2001,11627.5,1
9205,1998,106275.82,1
16427,2001,106590.98,0
18920,2016,102929.47,0
11756,2013,47844.01,1
9888,2000,88566.31,0
9994,2014,48608.58,0
16791,2003,49186.56,1
10758,1998,84518.74,0
22173,1999,77527.54,0
10716,2007,31479.94,1
13416,2011,105945.01,0
3876,2004,41407.0,0
17149,2009,60163.52,0
13738,2005,59327.55,1
30074,2000,99599.87,0
11622,2002,29028.7,1
6619,1998,32650.28,1
18341,2004,83562.91,0
18594,2012,44494.24,1
13305,1998,49773.3,0
13549,2001,45464.93,1
12311,2007,76391.29,1
22256,2008,28025.78,1
14063,1999,46395.69,1
24746,2013,92784.74,0
17405,1998,37963.4,1
17681,2004,84682.49,0
11625,2000,56382.03,0
19452,1998,25187.74,1
12061,2000,23711.93,1
17777,1998,28406.22,1
9488,2003,39049.68,1
7528,2010,48010.56,0
9526,2006,54304.01,1
19278,2012,81747.69,0
19798,2010,74647.78,0
10412,1998,73267.71,0
6874,2002,72137.1,1
18919,2002,52436.45,1
17062,2007,65083.74,0
11728,1999,101234.54,1
22824,2000,75198.84,0
10940,2001,66987.49,0
15856,2014,101602.21,1
13674,2011,117082.71,1
7059,2001,79364.6,0
20135,2006,85775.65,0
11825,1998,76326.47,1
10849,2007,118225.56,1
11040,2002,60032.52,1
14256,2004,69106.79,0
13444,1998,19421.32,1
12895,2000,34260.63,1
10291,2002,15596.14,1
13819,2002,30877.5,1
13835,2009,41163.34,1
13083,2013,91252.46,1
14648,2000,31260.49,1
16137,2003,89656.68,0
16953,2003,101274.29,0
14384,2012,40874.42,0
6227,2005,84736.32,0
18840,2007,56030.11,0
13301,2005,73977.06,1
14935,2009,107414.65,1
14410,2001,90979.56,1
7044,1998,79012.54,1
13761,2007,33624.56,1
19431,2000,80042.69,0
14680,2001,91863.15,0
21478,2007,100193.51,1
15101,2006,44382.16,1
13583,2005,107464.79,1
11661,2005,89934.9,0
13766,1998,112234.62,1
18670,2003,19057.62,1
10809,2002,41603.36,1
14516,2009,49421.8,1
20982,2001,23647.93,1
19370,1999,61100.15,0
8317,2006,78906.58,0
17024,2009,35736.55,1
12201,2002,66442.74,1
20246,2001,47063.92,1
22683,1999,4508.13,1
7640,2010,98973.22,0
15041,1999,30412.59,1
13126,1999,70286.29,0
14319,2004,76349.54,0
9268,2003,93011.77,1
8919,2012,52856.1,1
5100,2014,36833.85,1
9267,2001,19826.98,1
12825,2008,42999.56,1
16194,2004,95005.12,1
11396,2001,52065.91,1
11771,2003,97856.09,0
12914,1999,11390.07,1
12150,1998,97445.61,0
24579,2001,21369.3,1
18080,2000,10976.19,1
10269,2004,54418.1,0
17318,2007,99999.08,0
11888,2000,99317.31,0
15281,2005,106655.93,1
20474,2000,42615.89,0
7799,1998,71655.57,0
13509,2000,32681.55,1
10813,2005,41958.92,0
17773,2001,83090.53,0
12666,2003,99907.64,0
15609,2015,95571.21,0
16418,1998,63667.43,0
12637,2004,80837.54,0
15762,2008,38504.93,1
14198,1999,26946.66,1
10877,1998,94899.88,1
18368,2001,39531.06,1
13202,2011,63733.92,0
12471,1998,16948.77,1
10508,2006,71077.02,0
17337,2003,111256.45,1
9876,2001,66531.56,1
12257,2010,69443.55,0
12950,2010,103390.62,1
15466,1999,53216.6,1
14724,1998,90046.41,0
18755,2000,75577.05,0
10344,1999,69533.64,1
12170,2009,60431.74,1
8034,1998,88875.3,0
18901,1998,14487.83,1
11330,1999,15630.26,1
12091,1999,98018.33,0
13606,2000,47842.34,1
10767,2006,39098.15,1
15056,2012,48568.52,1
14595,1999,19790.72,1
15858,1999,67991.41,0
21721,2013,66021.62,0
15720,2009,39184.57,1
9579,2008,39360.29,1
10570,2007,66721.03,0
16400,1999,53177.6,1
13609,2014,80224.28,0
5562,2002,76621.51,1
8186,1998,86185.08,0
12184,1998,13511.07,1
16347,2008,76476.75,0
9548,2013,78335.47,0
19462,2006,48025.37,1
12346,2006,71351.25,0
10397,2003,34622.48,1
10047,2000,61584.05,0
7537,2009,100177.13,1
18700,2000,71528.69,0
12763,2004,28641.36,1
6511,1999,89415.24,1
5883,2000,32509.42,1
13677,1999,41144.65,0
16939,1998,26475.65,1
16893,2004,54677.2,0
10978,2006,45019.34,0
12124,2004,53743.66,1
13601,2013,92779.73,0
14282,2011,59081.19,1
22894,1999,27146.97,1
25904,1998,74288.47,0
9179,2000,25026.99,1
12378,2008,101941.82,1
8649,2001,62482.94,0
17059,2005,84203.37,0
12465,1999,8403.91,1
15713,2005,45228.4,1
8474,1998,76985.74,0
10017,2004,103902.65,1
8653,1999,21462.43,1
21212,2010,29603.86,1
27585,2016,107524.92,1
13222,2011,64453.67,1
16279,2002,57971.23,0
12364,1999,54269.27,1
20728,2005,75167.4,0
16747,2000,111501.69,1
15486,1998,67758.86,0
20380,2010,87464.22,0
26882,2003,87782.92,0
11882,2008,55939.71,1
12587,2001,99715.25,0
8556,1998,73929.28,0
17409,2004,90222.57,0
13700,2000,56814.68,1
8863,2007,67538.57,1
14261,2006,108586.31,1
12495,2014,103620.98,0
7603,2002,39817.39,1
15287,2000,28918.24,1
18844,2000,28801.63,1
10137,2002,49236.24,0
10651,2012,95284.05,1
13556,2003,48620.65,1
13042,2013,57204.05,1
10338,1998,69659.25,0
14822,2009,44121.01,0
7353,2001,33791.03,1
16226,2003,77452.37,0
22264,2005,40901.27,1
12439,2004,50115.54,1
9621,2002,74840.67,1
20245,2007,83593.28,0
17978,2010,87307.82,0
12310,2000,58320.53,1
15355,1998,8929.71,1
16070,1999,86804.89,0
7967,2014,62144.08,0
20622,1998,26755.45,1
8064,1999,25284.19,1
14443,2008,76919.25,0
8832,2010,98873.46,1
9768,2010,91072.44,0
15138,1998,41388.21,1
11918,1999,52601.16,0
12364,2011,43441.39,1
13089,2010,51509.94,1
7907,2007,96877.77,0
16615,1998,93774.63,0
12670,2006,56784.54,1
12596,2000,101999.0,1
13635,2007,89408.66,0
19772,1999,73212.64,0
6985,2007,67420.36,0
13030,2001,84899.69,0
14181,2000,56822.62,1
11278,2013,54438.87,1
24230,2001,91770.82,0
16568,2000,62280.4,0
13184,2001,77938.96,0
11594,2006,61179.96,0
20741,1998,26518.67,1
13488,2016,60169.59,1
10400,1999,93061.48,1
12493,2008,64756.86,1
19289,1999,34472.44,1
21184,2001,102375.5,0
18444,2009,82644.28,0
12154,1999,89565.99,1
11100,2016,99765.27,1
11912,2001,79809.92,0
13636,2000,87422.84,0
7322,2012,51997.85,1
6353,2008,30063.35,1
8697,2007,71265.16,1
15920,2002,79941.62,0
17678,2001,74339.5,0
20584,1999,49719.44,1
13193,2000,79032.55,0
8821,2000,74766.02,1
7600,2014,76033.53,0
8698,2005,32492.72,1
18107,2011,45335.97,1
23331,2002,98302.11,0
16766,2007,97189.86,0
14827,2004,35786.39,1
14088,2000,101401.9,1
13733,2003,54232.78,0
16037,2001,50208.62,1
13082,2004,67791.27,1
13789,2008,57162.67,0
12388,2002,50740.44,1
25984,2004,84070.85,0
11643,1998,89900.67,0
11487,2008,67831.88,1
5846,2014,34131.35,1
13911,2000,66838.44,0
11973,1998,101802.25,0
13649,2008,99093.4,0
14187,2012,69216.73,1
9444,2011,101233.91,1
8760,2003,79338.22,1
9353,2010,81530.25,0
14306,2008,70204.57,0
19498,2010,64111.07,0
26841,2005,62707.7,0
6637,2008,36292.04,1
12211,2004,79627.43,1
14677,2007,47624.71,1
12155,2004,109195.1,0
9889,2011,80374.36,1
7510,1999,34632.88,1
15015,2002,28037.36,1
21825,2013,86631.95,0
13246,2001,42459.03,0
14052,2014,77657.6,0
16476,2011,73507.47,0
14171,2008,47877.33,1
18637,2013,114167.1,1
12517,1998,44844.31,1
17816,2001,48838.0,1
11123,2008,44228.63,1
14817,2004,43747.63,1
10997,2010,60426.2,0
12687,2006,55541.91,1
9315,2007,42836.57,1
16187,1998,23015.48,1
20209,1998,24644.62,1
15497,2003,26525.37,1
18712,2000,71391.89,0
10882,1998,21379.55,1
19893,2012,86568.0,0
11715,2012,106224.0,0
17451,1999,90971.55,0
12633,2009,94378.4,0
9331,1999,7503.7,1
10136,2013,39299.16,1
12099,2003,97667.39,0
16528,2000,69874.56,0
18471,2001,70276.58,1
2743,1999,26459.82,1
8993,1998,81563.85,1
9151,2002,39912.53,1
10074,2001,61984.11,0
13492,2006,90506.8,0
9965,2013,109590.14,0
12782,2006,32399.56,1
12204,2007,46575.44,1
20032,2013,82531.39,0
9100,2000,53020.61,1
21970,2000,112439.19,1
16100,2001,49610.52,1
17127,1999,76823.57,1
10897,2001,50906.88,1
16144,2005,97117.18,0
13278,2005,90441.71,1
15546,2013,41580.13,1
10583,2005,91909.01,0
11747,2003,106149.06,1
23941,1998,71900.75,0
13428,1998,45748.2,1
9717,2003,70548.61,0
16727,1998,56685.16,1
8019,1998,49636.91,1
30680,2006,67441.19,0
10859,2011,60922.44,0
11056,2014,48350.84,1
11757,2009,67309.3,1
8755,2000,69675.94,0
14261,1999,59335.0,1
13957,2003,31491.33,1
12501,2006,58472.91,1
19355,2009,98846.3,0
8424,1998,20613.37,1
11179,1999,12537.81,1
17421,2003,81207.89,0
9697,2002,104946.63,0
11359,2004,54457.87,1
13378,1999,76467.23,1
7791,1998,82774.62,1
12203,2006,70511.71,0
13488,2005,31929.33,1
6732,2001,14874.17,1
10819,2009,89341.86,1
19226,2003,51186.58,0
11833,2012,54240.08,1
15592,2002,45150.08,1
18643,1998,67313.79,0
16411,2007,94073.18,0
13522,1999,18966.29,1
7392,2003,76264.42,1
21801,2016,94146.42,0
26073,2003,47842.13,1
17695,2003,91609.54,0
26759,1999,56725.54,1
11169,1998,36509.81,1
11115,2011,82706.76,1
7153,2014,116899.19,1
15203,2013,111998.27,1
11429,2004,90583.46,1
15220,2006,91529.25,0
8182,2001,22682.27,1
8651,2007,65481.66,0
12564,2004,97863.74,1
28122,2007,92833.77,0
8294,1998,57790.87,1
7856,2005,70977.91,0
8647,2003,112277.88,0
16318,2016,62909.59,0
19064,1998,48246.46,1
14826,2005,65260.61,0
14929,2000,83135.84,0
21430,2000,59260.03,1
10234,2005,24897.54,1
10424,2002,42446.97,1
10439,2013,92446.37,0
12424,2000,19414.08,1
11997,2007,86187.68,0
19891,1999,40671.85,0
11900,2001,38023.68,1
11287,2011,84685.85,0
14849,2008,60573.23,1
4684,2006,50590.07,1
13841,1998,77272.27,0
17832,2002,32549.43,1
10136,1998,92275.96,1
20218,2004,62007.12,0
14360,1998,25560.74,1
11913,2007,88938.41,0
14880,1998,82993.7,0
11571,2000,34007.42,1
17559,2005,95725.17,0
7593,1998,41420.73,0
16631,2008,65857.07,0
12446,2002,59374.85,1
9682,2001,48878.57,1
20510,2008,96578.02,0
22349,2011,81118.95,0
15032,2002,66904.5,0
5899,2002,36881.21,1
11931,2004,65952.19,0
15173,2003,44253.85,0
10559,2015,102355.3,1
11178,2014,101541.78,1
19635,2000,25012.15,1
18716,2008,29034.51,1
18677,2008,34375.0,1
21720,1998,93423.45,0
15103,2007,104568.4,0
21137,2011,64064.94,0
11632,2001,26009.07,1
11404,1999,91106.33,0
6373,2005,31272.87,1
14759,2002,14529.47,1
15836,2003,30519.64,1
14343,2000,105218.93,1
17541,2008,78965.67,0
10144,1998,92513.8,1
6285,2004,27935.89,1
7016,2002,52161.21,0
9678,2001,68842.98,0
13322,2007,92668.05,1
17019,2008,38318.46,1
16780,2007,19427.91,1
13036,2004,72307.5,1
14800,2006,23186.62,1
11992,2001,69254.64,0
13791,2002,55454.72,1
6459,2003,79970.22,0
8536,1999,87916.31,0
13761,2005,97457.01,1
21140,2004,34346.6,1
10126,2013,72615.39,1
13800,2008,88940.58,1
9734,2001,64301.33,1
16420,2004,46546.66,1
17803,2011,81347.39,0
18100,2008,79513.69,0
18954,2004,58191.63,1
21659,2002,85844.07,0
25407,2001,37982.66,1
13140,2011,29351.43,1
17251,2002,55598.85,1
15813,2005,100257.9,1
8253,2007,95743.4,1
15756,2009,71268.73,0
21349,1999,89506.28,0
9576,2010,87403.71,0
23097,2003,106358.93,0
16036,1998,18059.51,1
16032,2002,39167.91,1
18026,2015,41529.79,1
9894,2003,56818.87,1
12165,2006,36305.47,1
9700,1998,39355.55,1
12090,2005,61722.08,1
7993,2002,23173.44,1
22167,1999,79094.74,0
13934,2000,64523.53,0
9157,2005,50094.7,1
19046,2012,48162.61,1
14120,2004,39016.38,1
26548,2006,20569.64,1
18653,2003,46188.82,1
19210,2001,34816.41,1
11518,2008,59461.67,1
14411,2010,33842.76,1
16708,2006,103549.18,0
10964,1998,86168.46,0
10505,2006,43454.47,1
8898,2005,35312.87,1
13236,2000,62310.45,1
10975,2002,74217.95,1
11473,2001,64086.57,1
10927,1998,43982.89,1
14293,2001,77967.35,0
18735,2003,55668.05,0
11285,2001,44030.99,1
16893,2002,105044.35,0
10415,2010,56015.63,1
15241,2012,57066.39,1
11436,1999,106832.08,0
26711,2009,44236.09,1
7919,2000,17090.79,1
13268,2000,93249.91,1
19415,2008,113020.91,1
32351,2001,85437.84,0
13160,2005,58099.05,1
13344,2009,86079.59,0
11897,2001,31829.49,1
18322,2002,51401.61,1
9298,2005,29253.8,1
15800,2004,34847.66,1
12793,2006,56569.21,0
16067,2001,59266.06,1
10259,2002,24222.58,1
19974,2002,10908.14,1
25428,2011,68319.45,0
16069,2000,49760.83,1
9799,2012,49707.66,1
15336,2007,107061.89,1
14157,2007,70885.94,0
9688,2005,100065.27,1
10714,2002,37101.38,1
14259,2001,34134.12,1
11483,2014,65968.19,0
23247,2002,67645.25,0
11094,2004,86156.0,0
25918,1998,58342.79,1
9248,2007,48981.07,1
12556,2005,51753.1,1
13012,2007,43956.36,1
14431,2005,31759.6,1
12404,1998,39024.01,1
12944,1998,46241.36,0
13828,1999,52521.62,1
11727,2003,25930.42,1
11209,2003,95856.47,1
14091,2005,101841.57,0
11163,2003,105283.02,1
9786,1999,57515.25,1
9230,2004,76111.58,0
12399,2004,24447.09,1
11104,2009,102576.21,1
10373,1998,80898.03,0
6330,2008,80060.0,0
16220,2001,72689.34,0
10037,2005,110428.33,1
12167,2012,114476.75,0
18276,2010,71540.02,0
18988,2001,12963.65,1
15257,2001,47344.69,1
8600,2001,79297.91,0
17687,2012,40082.89,1
13190,2007,81311.48,0
9070,2000,65658.37,1
7699,2005,27343.13,1
10935,2001,48000.57,1
13658,2010,95924.51,1
9808,2003,72407.56,1
20493,2000,75827.05,0
20126,2011,71486.35,0
8245,2005,33306.07,1
12789,2000,59837.43,0
12023,2002,113335.12,0
7086,1998,34518.45,1
12696,2005,56423.62,1
10023,1999,64693.86,0
12056,2008,105211.0,1
11948,2004,101956.72,0
11586,2012,107323.54,1
12509,2002,74101.45,1
5639,1999,78146.19,0
14985,2005,55876.82,1
17587,2000,32795.69,1
15021,1998,61784.04,0
13819,2002,48556.09,1
13813,2009,71951.17,0
10897,1998,45057.04,1
16409,2008,58064.07,1
21416,2009,79135.58,0
11792,2007,57536.71,1
13963,1999,24861.07,1
14108,1999,18161.06,1
20243,2013,55376.97,1
10260,2015,99180.48,0
15541,2006,99128.81,0
13102,2007,91403.6,0
18450,2017,60642.18,0
9595,2011,90162.17,1
22247,1998,85184.33,0
7462,2004,73209.89,1
17383,2000,43997.43,1
24915,1998,53098.77,0
15432,2002,66927.05,0
13853,2004,18891.57,1
24746,2005,62211.71,1
14356,2002,68587.14,1
14032,2001,21910.68,1
13558,2011,111568.03,1
17216,2003,90004.17,0
13968,2001,68191.14,0
18449,2005,82464.01,0
14041,1999,15272.61,1
15815,2005,51881.97,1
23143,2000,14705.93,1
16136,2000,59020.02,0
9674,1999,53526.87,1
11023,2015,62984.5,0
11776,2001,52049.24,1
13445,2009,109230.21,1
7346,2001,31366.3,1
19281,2012,111083.69,1
15452,2008,39418.61,1
21072,2004,71870.03,0
21153,2008,63615.91,0
18325,1999,82900.74,0
16751,2004,103515.31,1
13269,2002,86199.56,1
14171,1998,38278.43,1
9138,2001,60098.61,1
13683,2006,34293.18,1
14615,2009,55375.14,1
13084,2000,73726.26,0
22207,2004,69750.6,0
15265,2005,67626.93,0
19494,2002,76120.47,0
10832,2012,69267.69,0
13059,2000,30850.84,1
26276,1998,40449.76,0
12789,2012,112247.94,1
13854,2001,65544.13,0
13567,2001,39301.06,1
13531,2001,46095.54,1
24062,2005,30104.53,1
10733,2000,74909.09,1
14677,2008,52399.25,1
9875,2002,37160.1,1
19110,2012,90989.91,0
12151,2005,98694.07,0
14311,2004,93334.28,0
15019,2011,56964.78,1
9529,2004,55769.32,1
11476,2006,51337.51,1
9574,2006,85409.07,0
7182,2005,49181.36,1
13063,1999,93591.52,0
15343,1998,38977.43,1
13264,2000,78344.77,0
16722,2012,77562.5,0
10639,2008,86862.34,0
8315,2006,93846.02,0
9549,2001,96848.34,0
13094,2006,104746.72,0
10260,2000,54946.05,1
16279,2014,77925.66,0
11602,2003,113836.67,1
39572,2004,67358.82,0
17412,1998,39071.2,1
21285,1999,103464.23,1
18243,1998,71583.43,1
9250,2004,76787.48,1
14710,2000,26190.09,1
15905,1998,71986.4,0
6794,2005,67404.3,1
13153,2013,44497.2,0
12742,2011,39458.06,1
13224,2012,109521.82,1
7621,2003,35715.31,1
12711,1998,38010.76,1
7327,1999,39474.87,1
9322,2005,104775.95,1
17069,1998,87168.13,0
19391,2007,89438.16,0
18564,2009,30352.21,1
12392,1998,50310.29,1
12654,2000,43200.09,1
10494,1998,68844.3,0
6037,2014,104431.02,0
9784,1998,40928.83,0
15345,2010,84989.65,0
11359,1999,21918.53,1
11130,2000,43983.35,1
16988,2002,115665.5,1
9613,2010,60983.14,1
9580,2003,91304.2,0
5834,2000,82374.19,1
14780,2006,52292.46,1
8842,2005,100969.8,1
14024,2004,69676.74,1
9878,2004,58396.27,1
11103,2016,84378.37,0
8620,2006,93920.71,0
9282,2001,16583.49,1
15955,2003,73142.59,0
10986,2004,90382.75,0
5817,2007,58598.82,1
19064,1998,70873.27,0
13768,2002,56619.03,1
12750,2009,96696.35,0
9233,1999,33517.16,1
12109,2001,43814.57,1
7605,2004,37598.99,1
17248,1998,73839.72,0
17003,1999,85767.98,0
10083,2006,53874.94,1
10988,2011,74630.55,1
12662,1998,26311.97,1
15029,1999,50214.56,1
14779,2005,86062.39,1
11515,2002,83534.25,0
9702,2002,65531.43,0
12542,2006,16201.88,1
20315,1999,62130.49,0
19121,1999,45334.86,1
27430,2010,73696.53,0
17782,1999,92941.0,0
10034,2001,104863.39,1
12221,1998,25562.64,1
13303,2009,55921.38,0
24294,2000,35466.34,1
13712,2000,60833.24,1
20990,1999,83343.08,0
20766,1999,26304.2,1
34029,1998,51004.62,1
13690,2003,69256.14,0
10994,2013,87322.97,0
12897,2008,75795.41,1
10383,1999,31338.13,1
14664,2005,45070.48,1
9067,2005,34127.99,1
20739,2005,82544.66,0
17586,2011,89662.0,0
14294,2004,67795.07,0
20698,2011,39657.01,1
15237,2009,52993.15,1
8314,2001,75050.15,0
10649,2010,63944.49,0
23197,2013,92076.75,0
8094,2005,55399.68,1
7295,2014,96801.65,1
24253,2008,90072.14,0
